sentence,label
"Created by the U.S. Centers for Disease Control and Prevent ion (CDC), Fitwel is the world’s lead ing hea lthy bu ild ing cer t ificat ion system that opt im izes bu ild ings to suppor t the hea lth of its occupants.",4
The weight of scientific evidence indicates that global climate change is primarily caused by emissions related to burning fossil fuels—commonly referred to as greenhouse gases (GHG).,0
"Nothing in this Policy shall preclude political contributions by Personnel from their personal funds and for personal reasons, but Personnel may not use personal funds to make any payments or contributions on behalf of, or for the beneﬁt of, the Company.",7
"No director attended fewer than 75% of either of (a) the total number of meetings of the Board while they were on the Board, except for Mr. Tusher, who attended two of the meetings, and (b) the total number of meetings of the committees of the Board on which such directors served, except for (i) Mr. Tusher, who attended two of the meetings of the Compensation Committee and (ii) Mr. Case, who attended one meeting of the Executive Committee.",6
"To do our part to improve the world, today and for generations to come, by using renewable resources to make products people depend on every day.",1
"To the Company's knowledge, no investigation or review by any Governmental Entity with respect to the Company or its subsidiaries is pending or threatened, nor, to the Company's knowledge, has any Governmental Entity indicated an intention to conduct the same.",7
"Mr. Hernandez also provides expertise in international security from his role leading Inter-Con Security Systems, as well as expertise in communications and community affairs from his role as co-founder of Interspan Communications, a television broadcasting company serving Spanish-language audiences.",6
"Ms. Kennard currently serves on only two public company boards, including our Board.",6
The discount created by recording the notes at fair value instead of face value is being amortized over the term of the notes to interest expense.,8
"Fuel services revenue declined 11% to $583 million in 2002 compared with 2001, as a result of lower volume and pricing, particularly during the first half of 2002.",8
Workplaces: We invest in our employees’ health and wellness (learn more in the Workplace section of this report).,3
"Net cash used in investing activities totaled $102.5 million for the year ended December 31, 2009, compared to $138.9 million for 2008.",8
"Cventure verified a total of 70,892 metric tons of CO2 equivalent emissions (3,948 metric tons Scope 1; and 66,944 metric tons Scope 2), with a limited level of assurance.",0
"Our efforts concentrate on ensuring efficient transport, security and safety of NIKE, Inc. products throughout the supply chain.",4
MyView gives employees the opportunity to confidentially share their views on specific areas related to engagement.,3
"On or about April 1, 2012, we will mail to certain of our shareholders a notice of Internet availability of proxy materials with instructions about how to access our proxy statement and annual report and how to vote online.",6
We have also established a roundtable on toxins to learn from top U.S. and international NGOs how we can make our products and processes even safer.,4
General Mills has invested nearly US$1 million since 2011 to support pollinator and biodiversity efforts.,1
Renewable energy technology is increasingly a market reality.,0
"Under these capitation agreements with Humana and third party health plans, Metropolitan and MCCI assume financial risk associated with these Medicare Advantage and Medicaid members.",8
It also considers these criteria each time a new director is recommended for election or appointment to the Board.,6
We use powerful encryption and other security safeguards to protect customer data.,4
"We also use an Exchange-by-Mail handset warranty program, which collects phones in a centrally located warehouse, evaluates them for future use and proceeds with either reusing or recycling them.",2
AT&T also spent $200 million on employee-training programs and $26 million on tuition assistance last year.,3
"Health and safety fines and settlements accounted for approximately 8 percent of the total fines and settlements, representing $0.5 million.",7
"In 2013, common area water consumption increased related to variations in weather and as a result of increased irrigation needs related to landscape improvement and property beautification initiatives.",1
"There are new requirements to protect our operations from possible cyber attack, ensure customer data privacy and safeguard our nuclear assets.",4
"One such example is our Vegetables Under Construction initiative, which allows schools to grow fresh produce on location .",5
"At the direction of the Committee, FPL conducted a multi-year, backward and forwarding-looking analysis of peer equity award pay mix with the objective of finding the appropriate allocation to maintain the focus and dedication of a talented management team, which, in our case, has met or exceeded its goals as a whole.",6
"His time as chief executive officer of IFF and Unilever United States, as well as his directorships at other public companies, allows him to offer a broad perspective on corporate governance and financial control matters.",6
"We are committed to implementing responsible privacy and data-handling practices, and our relevant Policy Letters and Directives are designed to ensure the continuing trust and confidence of those who entrust us with personal information.",4
"Without the processing performed by our Company’s equipment, much of the material being processed would end up in landfills or incinerators.",2
"We recognize the global issue of slavery and human trafficking, and we’re taking steps to reduce the risk of either occurring within our supply chain.",3
"Partner NGOs include: USAID/PEPFAR, mothers2mothers, Health Volunteers Overseas, Family Health International, Population Services International, the Columbia University Access Project, the International AIDS Vaccine Initiative, IntraHealth and Project HOPE.",5
"Employees have been provided with an “employee care kit” comprising masks, sanitizer, a digital thermometer and other items to keep them safe while at work and at home.",3
"Through it, we provide small and diverse businesses with the opportunity to participate in Thermo Fisher’s procurement events.",5
Relying on publicly available data does not provide a complete picture of political expenditures.,7
"By September, more than 90% of rubber waste from Nike’s four contract factories in Qingdao was being recycled.",2
"However, only employees of the Company, and of any parent or subsidiary corporations of the Company, as defined in Sections 424(e) and (f), respectively, of the Code, shall be eligible for the grant of an Incentive Option.",3
"Coal-fired power plants produce a number of coal combustion byproducts commonly referred to as “coal ash.” Our plants consume about 30 million tons of coal a year, yielding about 2.5 million tons of coal ash annually.",2
"As digital solutions expand and become more integrated into our daily lives, we see increasing concerns related to privacy and security breaches.",4
"Understanding data and its power is essential to the current and future success of every company, as is an ethical and conscious approach that respects consumer privacy and promotes brand safety.",4
Our commitment in this area places equal importance on information security and consumer privacy.,4
"This would bring our Company in line with a growing number of leading companies, including Pfizer, Dell, Aetna and American Electric Power that support political disclosure and accountability and disclose this information on their websites.",7
"In 2017, the company used about 58 million cubic meters of water, a 2.5% drop compared to the previous year.",1
"Since 2016, we have donated more than $63 million through our philanthropic giving efforts.",5
The safety of our team is our number one priority.,3
Apple buildings worldwide are LEED or BREEAM certified for environmental performance.,0
"Based upon hire date and position, associates may become eligible to be formally evaluated on their performance each year.",3
Chevron’s community engagement programs are strategic investments in the future of communities and our business success — across cultures and continents and amid complex socioeconomic environments.,5
All global cereal brands offered by our CPW joint venture with Nestlé now have at least 8 grams of whole grain per serving.,4
"In December 2013, Walmart China launched its Walmart Retail Talent Vocational Training Course to reach migrant workers.",3
"In 2012, we continued to support our ongoing water conservation projects.",1
Epsilon will be fully removed from the 2020 GHG inventory.,0
"Without renewable energy and energy efficiency measures, these emissions would have increased over 200 percent since 2011.",0
He has been an independent director and investor since June 2017.,6
One of Ball’s core values and most important cultural assets is integrity.,7
"We are intentional in sourcing our materials (as well as those raw materials we choose not to source), including aligning our expectations to third-party standards and industry best practices through Tiffany & Co’s Sustainable Material Guidance to mitigate negative impacts like deforestation.",1
AEP ’s most significant area of philanthropic investment is STEM education.,5
"Citi’s Privacy and Confidentiality Policy articulates principles relating to the collection and processing of personal information, requiring, in part, that personal information only be collected and used as necessary for the performance of the services offered and for the purposes disclosed in a privacy notice.",4
"We participate in the Freedom Online Coalition’s Advisory Network, IAB Europe’s Transparency and Consent Framework and the Organisation for Economic Co-operation and Development Privacy Guidelines Expert Group.",5
"Looking forward, the project is expected to generate energy savings of 2.1 million kWh and a reduction of 574 Mt of CO2 emissions.",0
Our ability to use alternative water for hydraulic fracturing – especially our ability to treat and reuse produced water – is linked to our level of drilling activity.,1
"Through our water scarcity analysis, we identified that our Beijing, China, facility is located in a water-scarce area.",1
"Therefore, this accelerated depreciation resulted in a decrease of approximately $4.5 million to our net income from the joint venture.",8
"Individuals eligible to participate in the excess benefit plan, including the named executive officers, but who do not elect to participate, receive payment in the form of cash equal to the contribution the individual would have otherwise been entitled to receive under the profit sharing and 401(k) plans, but for the application of the limits of Section 415(c) of the Internal Revenue Code.",6
We are redirecting millions of pounds of manufacturing scrap and old shoes into new uses.,2
"Directors, officers, and employees certify annually that they will comply with the code.",7
"We installed telematics units on all employee fleet vehicles to track, measure and improve driver safety.",3
State Street’s governance process also ensures awareness of client data protection and privacy programs at all levels of management.,4
"In 2021, the SBTi issued guidance for long-term corporate net zero, and a variety of other net zero guidance initiatives (e.g.",0
"By increasing crop yields, we help limit the conversion of carbonsequestering forests into farmland.",1
"As a result, leaks and spills of gasoline that contains MTBE can be difﬁcult to clean up, particularly when they reach groundwater.",2
We take every opportunity to get better at what we do and learn how to work safer.,3
Walmart china will reduce energy use by up to 30 percent in existing stores and design and open a new store prototype that uses up to 40 percent less energy by 2010 (2005 baseline).,0
Changes in base salary are approved by the Committee in September and are effective in October of each year.,3
"Open positions are posted on job posting sites such as the VeteranJobListings, the Society of Women Engineers and the National Society of Black Engineers.",3
"Better understanding this footprint means we can better reduce emissions across industries, countries and the world.",0
"While challenges with accurate data on actual recycling rates and consumer access to recycling remain, we have made significant progress.",2
"A summary of our business conduct policy and a copy of the Code of Business and Ethical Conduct are posted on our website, http://investor.tiffany.com/governance.cfm.",7
"We carefully select our waste partners, with a preference for companies that gained third-party certified environmental accreditation such as ISO 14001.",2
The foregoing restriction does not apply to political marketing and communications services or ordinary lobbying activities conducted by an agency whose regular business activities consist of such services or activities.,7
Proceeds from all sales were donated to organizations supporting girls in soccer.,5
We are integrating back-end and front-end systems in unique ways that lead to more robust security while enhancing a client’s ability to access and derive intelligence from their own data.,4
"When hiring for a position, we also look internally to identify potential candidates.",3
Reprocessed and recycled nearly 100% of scrap metal and plastic in Olin’s Winchester Ammunition division.,2
That ’s why we created our new Material Recovery Lab in Texas.,2
OUR EXECUTIVE COMPENSATION PROGRAM DOES NOT ENCOURAGE EXCESSIVE RISK-TAKING.,6
This effort reflects the power of partnerships with our customers to deliver the types of solutions they want.,4
"We invest 3 percent of our capital spending each year on food safety related projects, including more than US$15 million in 2013.",4
"On Veteran’s Day 2015, Ryder launched its Veteran Buddy Program, pairing current Ryder employees who are military veterans with new veteran employees.",3
"By shutting down the idle compressors, the plant has reduced its energy usage by 18,700 gigajoules per year, saving approximately 4,442 tons of CO2 emissions.",0
The following are examples of recent Williams projects that support local economic development in the areas where we operate.,5
"To prepare high school students for life in the real world, attendees learn core academic subjects and get involved in projects based on industry trends in engineering, information technology and manufacturing; these are often conducted in our facilities.",5
"A small percentage of our industrial waste—primarily that resulting from aircraft maintenance operations—meets the regulatory definition of hazardous waste, triggering additional storage, record-keeping, and disposal requirements.",2
"Employee Profit Sharing and Retirement Savings Plan, and such DCRB Contribution is curtailed by reason of the limitations under Sections 401(a)(17) or 415 of the Code, the Eligible Employee shall have an Excess DCRB Contribution credited to his or her Deferred Benefit Accounts under the Executive Deferral Plan.",3
We are constantly focused on working safer and working smarter.,3
Measurement and Control  Sales in the Measurement and Control segment decreased $204.0 million to $676.3 million in 2001.,8
The board may at any time and from time to time and in any respect amend or modify the 2007 Plan.,6
"We also encourage safer behavior through a range of driver education and awareness programs, including our global Ford Driving Skills for Life initiative.",5
This work also protects the most vulnerable communities disproportionately exposed to waste.,2
Our employees work to protect habitats near our operations and share their best practices through the Chevron Biodiversity Network.,1
"In connection with each new drilling permit, Seneca prepares a list of property owners within 4,000 feet of the well and sends letters to said property owners notifying them of the proposed drilling activities and Seneca’s intention to sample their water source(s).",1
"The funds help investors reduce their exposure to carbon emissions and fossil fuels, allocate capital to fund the climate transition and set the direction for their own climate-based investment goals.",0
A serious incident involving a nonworkforce fatality occurred at CNL’s Escravos facility in February 2005.,5
"Chemical Product Review Team The PCT also has a subgroup, the CRT, that reviews and approves new Pitney Bowes branded chemical products prior to sale, to ensure they meet PB’s safety requirements, have appropriate safety datasheets (SDS) and are properly tracked for regulatory reporting.",4
"Borrowings bear interest at either the banks base rate (3.25% at December 26, 2009) or the London Inter-Bank Offer Rate (LIBOR) (0.23% at December 26, 2009) plus an additional amount ranging from 0.35% to 0.90% per annum, adjusted quarterly based on our performance (0.50% at December 26, 2009).",8
NIKE does not have significant emissions from franchises.,0
Terex relies on our BPAs’ business experiences and cultural insights to enhance the Terex Ethics & Compliance Program and the Company’s reputation for integrity.,7
"In one initiative, we’ve achieved Alliance for Water Stewardship (AWS) certification for a number of key Apple and supplier facilities, relying on the AWS’s expertise in defining world-class water stewardship practices.",1
Some involve claims for substantial amounts of money and/or claims for punitive damages.,8
Members of Nasdaq’s exchanges are required to have in place AML and other diligence programs to screen their clients and market participants in accordance with the applicable US and EU laws and regulations.,7
"DamoGO, co-founded by Lin Hwang, is a social impact startup focused on reducing food waste in South Korea.",2
"Each plans projected cash flow is matched to this yield curve and a present value is developed, which is then used to develop a single equivalent discount rate.",8
"Our Corporate Giving program helps our Company support local communities and connect with our customers around shared values, such as the arts and environmental conservation.",5
"Beginning in 2016, we incorporated an Inclusion Index into our biannual employee survey to help measure the extent to which employees feel proud, accepted and valued at work.",3
"Also, during the decommissioning of existing fuel lines , more than 30,000 gallons of jet fuel were recycled.",2
"Printed copies of each of the codes of ethics referred to above are also available by writing to our Shareholder Relations Department, Ford Motor Company, One American Road, Suite 1026, Dearborn, Michigan 48126-2798.",7
An integral part of Apache’s business is building enduring relationships with the communities in which we operate.,5
"To demonstrate the importance of customer privacy, Agilent has entered into three voluntary data privacy programs: the US-EU Safe Harbor, U.S.-Swiss Safe Harbor and TRUSTe.",4
We’ve removed many harmful substances from our product designs and go to great lengths to make sure they stay that way.,4
Road safety is one of the top social issues in China and is an important issue for our customers.,4
"We believe our substantial financial investments and proactive measures to monitor and prevent data breaches, while also protecting consumer privacy, underscore the significance they hold as mission‑critical operational standards for our business.",4
"The Committee annually reviews the performance of the Named Executive Officers, including their leadership, contribution to total stockholder return and management, and stability of operations.",6
"This group will promote the adoption of water stewardship practices throughout the industry, by developing training materials and providing opportunities for sharing knowledge and best practices.",1
SCS fuel is an ancillary service we provide our customers and is impacted by fluctuations in market fuel prices.,8
They also help to engage employees in volunteer activities in their communities.,5
"We believe the policies around NEM should ensure that customers pay equitably for the electric services they use and do not shift their costs to others, thus ensuring that all customers pay a just and reasonable rate.",4
Respecting consumer privacy and safeguarding information is central to everyone’s role at Alliance Data.,4
"We provide monthly and quarterly SWAG Dashboards to Leaders in each department so we can monitor participation in our recognition programs, hold Leaders accountable for promoting a Culture of recognition in their locations, and encourage friendly competition among peers.",3
Our RSL catalogs the substances that should not be included in our products.,4
"In fiscal 2017, we completed more than 76 energy efficiency and reduction projects across the company.",0
"Data security and customer privacy are top priorities for Citi and for our stakeholders and are among our most material environmental, social and governance (ESG) issues.",4
"We lobby ethically, constructively and in a bipartisan manner through direct communication with public officials.",7
"In the event that Leonard A. Lauder ceases to be a member of the Board of Directors by reason of his death or disability, then his sons, William P. Lauder and Gary M. Lauder, will succeed to his rights to be nominated as a Director and to designate one nominee.",6
"In 2017, Singapore’s national water agency awarded the Singapore Refining Company (SRC)*** the inaugural Water Efficiency Award in the Refining category for its efforts in water recycling.",1
"Despite COVID-19, our people continued to achieve positive impact in our communities in 2021 through virtual volunteering, employee giving campaigns, and providing aid and relief efforts.",5
Our long-term direction is to significantly and cost effectively reduce our energy consumption.,0
"However, the Board may in its sole discretion determine to approve Offerings under the Plan that are not intended to meet the requirements of Code Section 423, including, without limitation, Offerings in which Eligible Employees who are not subject to U.S. tax laws may participate.",6
"We started our product take-back program fifty years ago, and since then we have recovered millions of pounds of equipment and components for reuse and recycling.",2
"This new tool is being used at seven Walmart China distribution centers, enabling us to avoid using approximately 750 tons of plastic wrap in 2013.",2
"In 2021, Arista made generous Arista equipment donations to Community in Schools, Washington (CISWA) as well as Santa Clara University to suppor t primary, secondary, and higher education to develop our next generation of technologists and leaders.",5
These new bags even have a knitted paper handle and contain 80 percent recycled fiber.,2
"As we expand our global operations to meet increasing demand for retail services – such as healthier, safer foods that require a cold supply chain – we strive to be the most efficient retailer possible.",4
Data security and privacy are top priorities for Citi and for our stakeho lders and are among our most material citizenship issues .,4
"Instead of plastic bags, customers can choose to bring their own reusable bag or purchase a reusable bag for 15 cents or a larger reusable bag for 50 cents .",2
"However, the intention of Agilent and the Compensation Committee is to administer the Plan in compliance with Code Section 162(m) with respect to covered employees or participants who may become covered employees.",6
"In FY2015, our Global Environmental Affairs & Safety team implemented a number of changes to further our commitment to safety.",3
"During the year ended December 31, 2013, we recognized a loss on early extinguishment of debt related to the write-off of a portion of unamortized loan fees aggregating $2.0 million upon our $250 million partial repayment of the outstanding principal balance of our senior bank term loan due in 2016.",8
"Through our work with Field to Market, we are helping growers capture information about pesticide use, including energy used by farmers in the application of pesticides and GHGs (embedded in the manufacturing of pesticides).",0
"And, our Energy & Transportation team is helping the cruise industry find ways to reduce the emissions footprint of marine transport. We have developed dual-fuel engines for cruise ships that can be operated with either diesel fuel or natural gas, with the potential for the latter to realize significant exhaust emissions reduction.",0
"The winner of the 2017 Wilson Award is the Courtright Nitrogen Complex in Courtright, Ontario, where employees identified a safer way to find potential faults in electrical equipment that can cause power failures or electrical fires.",3
All of the 12 nominees for director are incumbent directors.,6
"While we have not hit the mark on all of our employee well-being goals, we’ve made great progress and are committed to weaving well-being into our employees’ lives whenever we have the opportunity to do so.",3
It also provides a proxy analysis of the Chief Executive Officer position based on the latest proxy data for the Company and ten energy companies in the peer group.,6
"Corporate Political Contributions: We utilize corporate funds to contribute to U.S. state-level candidates, committees and political parties, in large part because a number of states do not allow the use of a Federal PAC, which has historically been our most common channel for political giving.",7
Corporate Responsibility Leadership Council informed the refinement of our community giving strategy with the help of Silicon Valley Community Foundation (SVCF).,5
"This is an important option for customers who value the predictability and convenience of receiving a predetermined, fixed monthly charge for their electric service.",4
"Synopsys encourages our people to report suspected violations of laws, rules, regulations, and company policies by other employees or any of our suppliers, vendors, resellers, or distributors.",7
"Under the terms of its charter, the Committee receives reports regarding Pfizer’s compliance program and had oversight of compliance with the requirements of the Company’s CIA through its expiration on December 31, 2014.",6
By building a diverse and inclusive workplace (U.N.,3
"We also support the Organic Farming Research Foundation’s (OFRF) efforts to encourage widespread adoption of organic farming practices through research, advocacy and education.",4
Alexandria provides a comprehensive benefits package intended to meet and exceed the needs of our employees and their families.,3
"Every Apple product is free of PVC and phtha lates with the exception of AC power cords in Ind a, Thailand, and South Korea, where we continue to seek government approval for our PVC and phthalates replacements.",4
The Company will continue to rely upon debt and capital markets for the majority of any necessary  long-term funding not provided by operating cash flows.,8
"As a result of a meeting with the Manhattan division of the IRS in July 1995, in June 1996 the Company was advised that the matter was being referred back to the Milwaukee  audit  division of the IRS.",8
"Special items reduced cash flow from operations by $6.3 million in 1998 and $12.8 million in 1996, but increased cash by $3.8 million in 1997.",8
"We achieved our 2020 commitment to reduce freshwater use 20% (liters used per kilogram of product made) in textile dyeing and finishing 18 months early, and closed FY19 125% ahead of target.",1
"Until we identify another material of equal performance, we will not eliminate PVC from certain items to ensure safety and performance for our customers.",4
"Through this Infinite Strength campaign, Tiffany donated over USD $3.8 million, nearly doubling our minimum commitment of USD $2 million.",5
"This project comes on the heels of AEP completing a multiyear, $84 million initiative across our operating companies to modernize and reinforce our underground electrical networks.",4
"Board service provides a stimulating creative outlet, a way to give back, and a chance to make a difference in people’s lives throughout the community.",5
"We regularly distribute our corporate policies to ensure that our employees understand our values, and we annually ask a wide range of management and professional employees to certify their compliance with key policies, to notify us of any breach or potential for breach, and to ensure that the policies are discussed with the people who work for them.",7
"The lower 485 feet (148 m) of the platform’s support legs remain in place under water as an artificial reef, a habitat that supports a rich diversity of marine life.",1
"Water is used to process bauxite, manage dust emissions, generate hydroelectric power and for cooling.",1
This compares to a 4.8% comparable store sales increase in the prior year.,8
"Using this information, senior management engaged employees with examples of how to apply the requirements in everyday activities.",3
An integral part of our business is building enduring relationships with the communities in which we operate.,5
"In terms of carbon, the combined installations avoid approximately 9,694 metric tons of CO2 from being emitted annually.",0
We have tracked the annual CO2 emissions of IPG business travel in the past.,0
"The CPA-Zicklin Index, which benchmarks the political and accountability policies and practices for election-related spending of leading U.S. public companies, increased Ford's index score to 80%, which is in the top quartile of rated companies.",7
"We monitor our ﬁsh and seafood suppliers for species control, weight limits and harvesting and handling protocols.",1
Racism is antithetical to Citi’s values and something our company and our leaders will always unequivocally condemn.,3
"The standard, which is aligned with international best practices, will help lower our greenhouse gas emissions.",0
"We seek to significantly increase energy conservation and renewable energy on our system while addressing our need for additional base-load power by taking advantage of our existing generating assets. That includes relicensing and extending the lives of our Monticello and Prairie Island nuclear generating plants, increasing the capacity of the coal-powered units at our large 2,350-MW Sherburne County generating plant in Becker, and potentially other alternatives.",0
KUSA has helped raise more than $1 million for Food Bank of the Rockies since early 2020.,5
"During the 2018‑19 academic year, the EVERFI program sponsored by Walmart reached more than 300 schools and more than 25,000 students .",5
We also consider how our buildings can affect our employees.,3
"In 2005, AT&T Pioneer employees and retirees donated 11.3 million hours of their time and talents to a variety of outreach activities — or nearly $204 million worth of volunteer time toward building stronger communities.",5
There were a total of 13 water-related incidents of noncompliance in 2019.,7
"Recognizing the importance of clean water, we have also taken steps to improve water quality in our buildings by installing filtered water bottle filling stations and filtered water faucet adapters.",1
"The economic downturn during 2002 has meant that we have had to downsize some of our operations, resulting in the loss of a number of employees.",3
"Chevron and the community worked with a local civic organization to develop a long-term program to protect the environment and improve the fishermen’s safety, quality of life and income.",5
These procedures permit employees to report any concerns on a confidential or anonymous basis of desired.,3
We reimbursed all directors for out-of-pocket expenses incurred in connection with their attendance at Board and committee meetings.,6
Williams does not produce biogenic emissions from its direct operations.,2
"On an ongoing basis, we have a variety of emissions reduction activities underway.",0
The investment would help landowners prevent farming that land and enhance natural carbon removal systems.,0
"Further, our Company has an ethical and fiscal obligation to ensure that a minimum number of animals are used and that the best science possible is employed in the development of products.",7
Reviews affiliations of directors and director candidates for possible conflicts of interest.,7
"We expect to fund capital and investment expenditures, debt payments, dividends, and working capital requirements primarily through cash flow from operations, cash and cash equivalents on hand, utilization of our revolving credit facilities, and proceeds from debt issuances and sales of equity securities as needed.",8
"Upon completion of the investigation, our Ethics & Compliance group oversees appropriate disciplinary actions (including termination of third-party relationships), remediation steps and internal/external reporting.",7
We engaged an experienced consultant to help guide our efforts through a survey sent to all associates and the formation of focus groups to provide additional insights.,3
"Our On the Field goal is to sponsor after-school sports programs that help educate, build self-esteem and provide young people with quality programs, equipment and facilities.",5
"To achieve this result, we will: • Ensure that all of our products comply with applicable safety and regulatory requirements.",4
"While I was the CEO of Citi’s Latin America region, for example, we worked with Mexico’s central bank to develop a new platform that allows anyone to make and receive cashless payments for free.",5
"For example, we offer a Real Appeal weight-loss program at no cost to eligible employees, spouses, domestic partners and dependents enrolled in Williams’ medical plan.",3
"In addition, in the event that the Committee determines that it is advisable to grant Awards that shall not qualify as Performance-Based Compensation, the Committee may make such grants without satisfying the requirements of Code Section 162(m) and may base vesting on Performance Measures other than those set forth in Section 7.1.",6
"During the fiscal year ended September 27, 2014, the U.S. Internal Revenue Service (IRS) concluded its review of the years 2004 through 2009.",8
"COMPLIANCE OF DIRECTORS, EXECUTIVE OFFICERS AND GREATER-THAN-TEN-PERCENT STOCKHOLDERS WITH SECTION 16(a) BENEFICIAL OWNERSHIP REPORTING REQUIREMENTS Section 16(a) of the Securities Exchange Act of 1934 requires the Company's directors, executive officers and greater-than-ten-percent stockholders to file reports of ownership and changes in ownership with the SEC and the New York Stock Exchange.",6
"It is requested that detailed disclosure of the criteria be made so that shareholders may assess whether, in their opinion, the equity compensation system provides challenging targets for senior executives to meet.",6
Huntington colleagues are passionate about empowering people with knowledge and skills to achieve financial security.,4
We take these alleged violations seriously.,7
"At present, Chevron’s Board believes that it is in the stockholders’ best interests for the CEO, Mr. Watson, to also serve as Chairman of the Board.",6
"Using our Global Water Management Planning Tool, we’re able to provide site-specific data points that drive us toward our 2025 water goal.",1
"As of December 31, 2020, the average tenure of our current Board members is six years and the ages of our Board members range from 48 to 74.",6
OTHER INFORMATION Management of the Company does not know of any matters that may properly come before the meeting other than those referred to in the accompanying Notice of Annual Meeting of Stockholders or other matters incident to the conduct of the meeting.,6
OTHER ACTION Management is not aware at this time of any other matters that will be presented for action at the 2004 Annual Meeting of Stockholders.,6
"Since early 2010, Pay Governance LLC (“Pay Governance”) has been engaged by the CNGC as its independent executive compensation consultant.",6
"Through our Community Workforce Initiative, we’re able to unlock economic opportunity for our communities while engaging with our customers to address one of their biggest pain points: access to talent.",5
"During fiscal 2012, we canceled and retired 153,255 shares attributable to federal withholdings on equity awards and repurchased and retired 387,991 shares attributable to our share repurchase program, which are not included in the table above.",8
The addition of winglets to eligible models in our fleet has also resulted in quieter aircraft operations and less noise for surrounding communities.,4
"Since then, the program has expanded across cities in the U.S. and the world and has been enthusiastically received by employees, with more than 500 retail employees participating in the U.S. alone.",3
We also reengineered our manufacturing process to reincorporate aluminum scrap.,2
Climate change is one of the greatest threats facing our planet.,0
Our main sources of energy are natural gas (52 percent of the total) and electricity (42 percent).,0
"When it comes to diversity, Humana aims for at least 20 percent of our managers to have an international background.",3
The Compensation Committee has determined CAP to be independent from the company and that no conflicts of interest exist related to CAP’s services provided to the Compensation Committee.,6
"Produced water is excluded from fresh water withdrawn, fresh water consumed and nonfresh water withdrawn.",1
Meridian also assists the Directors and Corporate Governance Committee in reviewing and recommending director compensation.,6
We continue to offer wellness incentive opportunities for colleagues participating in healthy activities and preventive screenings as well as implementing healthy lifestyles.,3
"Our support provides Horizons affiliates with reading specialists, assessment tools, training and STEM materials to help manage curriculum and facilitate data sharing with parents and public schools.",5
"Also in 2012, we purchased shares in Prologis Institutional Alliance Fund II for $14.1 million and our partners interest in certain properties in the Brazil Fund of $4.4 million and redeemed units of our limited partners in the Operating Partnership for cash of $5.8 million.",8
"It is intended that the Plan will comply with Code Section 409A, and the Plan shall be interpreted and construed on a basis consistent with such intent.",7
"IPG’s parental leave program is gender-neutral, however IPG recognizes that working mothers often bear greater responsibility for parenting responsibilities.",3
"The committee chairman launched his first stockholder outreach campaign in the spring, before the 2012 annual meeting.",6
The Company did not award any performance bonuses to executive officers in 2004.,6
"Our goal is to demonstrate how Placemaking can be a catalyst for building sustainable, healthy, inclusive, and economically viable communities.",5
"Throughout our system, we sell that ash for beneficial use, such as in concrete products, roadbed material and soil stabilization.",2
"Indirect Emissions (Scope 2) Our indirect (scope 2) emissions represented 86 percent of our emissions inventory for 2009, at 7,745,546 metric tons of CO2-e.",0
"The Committee also monitors the Corporation's litigation and insurance and risk management process, oversees the Company's ethics and business conduct programs and procedures, and major litigation and other legal matters that impact the Company's financial statements or compliance with the law.",7
"The Humana Deferred Compensation Plan is an unfunded, nonqualified deferred compensation plan that is maintained for the purpose of allowing deferred compensation to certain highly-compensated employees, within the meaning of Sections 201(2), 301(a)(3) and 401(a)(1) of ERISA, whose annual rate of base compensation exceeds the limitation provided in IRS Code Section 401(a)(17) for the plan year.",3
Typically each agency pays interest on outstanding overdrafts and receives interest on cash balances.,8
"U.S.: In 2009, we pledged to reduce all of our cereals advertised to children under 12 to single-digit grams of sugar per serving.",4
We are now four times safer as a company than we were in 2003.,3
"We reconfigured ""storm restoration"" basecamps to meet strict COVID-19 protocols and sourced appropriate PPE for our crews.",3
The plant uses treated wastewater to make steam in boilers throughout the refinery.,2
"All corporate political contributions are centrally controlled, budgeted and reviewed for compliance with the law.",7
"GRI is a universally applicable, comparable framework that facilitates transparency and accuracy.",6
"Wherever possible, we incorporate native plants in our landscaping to support native wildlife, and our focus on urban-core infill development promotes environmental health and biodiversity by cleaning up potentially harmful legacy contaminants in the soil and water.",1
"By diverting the coal ash to beneficial uses, we are minimizing our environmental impacts by reducing the need for waste disposal sites.",2
The Code limits pension benefits based on an annual compensation limit.,7
"In 2021, calls for action on climate intensified as the Intergovernmental Panel on Climate Change issued a Code Red warning for humanity and world leaders gathered at COP26 in Scotland to discuss a path towards Net Zero.",0
We work continuously to improve energy efficiency in our facilities and operations.,0
"In its two years, Kimco’s scholarship program awarded $200,000 towards the cost of tuition to dependents of our associates.",3
Seven major suppliers have now pledged to power their Apple production entirely with renewable energy by the end of next year.,0
"Apache and the Louisiana Coastal Protection and Restoration Authority (CPRA) have teamed up to create wetlands and prevent further wet land loss on Apache-owned marshland in Cameron Parish, near Holly Beach, Louisiana.",1
"Progress: In 2019, we continued to expand our work with key suppliers to provide direct support to cocoagrowing communities in West Africa.",5
"Capital expenditures in 2011 are currently expected to be about $1.2 to $1.3 billion, or 86% to 93% of depreciation and amortization.",8
The Committee met three times during 2003.,6
And the high volume of reusable trays made them more economical than using new ones.,2
"To do this, our team in Whitestown, IN came up with the idea of reusing the original packaging which would otherwise be discarded .",2
"That’s why many of them volunteer at the hospital – helping assemble family “care kits,” for example.",5
